network_code,receiver_code,stw_start_time,stalta_Z,sta_Z,stalta_N,sta_N,stalta_E,sta_E,label
NW,HQIL,2015-05-17T00:05:07.500000Z,0.552075722,2.17E-07,0.827819234,1.59E-06,0.921150751,3.95E-06,N
NW,HQIL,2015-04-24T17:10:12.500000Z,0.135305582,9.08E-06,0.474082762,0,0.423988859,9.90E-05,N
NW,HQIL,2015-05-18T16:30:37.500000Z,0.116721072,5.32E-06,0.33789006,5.66E-05,0.480672124,3.46E-05,N
NW,HQIL,2015-06-15T09:11:35.000000Z,0.784714104,2.88E-07,1.104642257,3.99E-07,1.386049262,4.95E-07,N
NW,HQIL,2015-05-17T00:29:35.000000Z,0.919002318,1.27E-07,1.023303551,2.09E-07,0.95091155,2.09E-07,N
NW,HQIL,2015-06-15T07:30:02.500000Z,1.083371456,3.08E-07,1.410917764,3.56E-07,0.699773155,1.87E-07,N
NW,HQIL,2015-06-27T12:23:17.500000Z,2.149626863,5.31E-07,2.521924055,1.04E-06,2.27982001,1.16E-06,N
NW,HQIL,2015-06-27T13:05:47.500000Z,0.92,3.37E-07,0.479104128,4.29E-07,0.373476123,4.35E-07,N
NW,HQIL,2015-04-18T22:53:12.500000Z,1.419660293,2.41E-07,1.172922855,2.74E-07,1.238989788,3.39E-07,N
NW,HQIL,2015-06-27T10:58:35.000000Z,0.6,1.68E-07,0.857445173,3.35E-07,0.751470054,2.94E-07,N
NW,HQIL,2015-06-06T00:00:20.000000Z,1.037467254,9.65E-07,0.746667661,1.85E-06,0.762046206,2.64E-06,N
NW,HQIL,2015-06-30T16:33:42.500000Z,2.804739913,1.25E-06,1.607743981,9.06E-07,1.556666433,1.03E-06,N
NW,HQIL,2015-05-30T17:02:32.500000Z,0.366270334,7.26E-07,0.579208998,2.69E-06,0.449162703,1.80E-06,N
NW,HQIL,2015-04-04T05:41:27.500000Z,1.023337018,2.33E-07,1.279739752,2.46E-07,0.967075864,2.00E-07,N
NW,HQIL,2015-06-27T14:01:42.500000Z,0.547441855,1.86E-07,0.46,2.74E-07,0.469504885,3.05E-07,N
NW,HQIL,2015-06-18T09:35:05.000000Z,0.694729261,1.50E-07,0.826779754,7.68E-06,0.834593366,3.73E-06,N
NW,HQIL,2015-06-27T14:34:12.500000Z,1.51,5.48E-07,2.684701608,1.73E-06,3.373445686,2.71E-06,N
NW,HQIL,2015-06-27T15:57:57.500000Z,0.758870359,2.18E-07,0.81,4.19E-07,0.732035612,4.48E-07,N
NW,HQIL,2015-06-18T09:27:00.000000Z,1.632795809,3.59E-07,0.808387708,4.92E-06,0.943016853,2.52E-06,N
NW,HQIL,2015-06-27T16:33:50.000000Z,1.084368506,4.49E-07,0.99,1.13E-06,1.088643358,1.49E-06,N
NW,HQIL,2015-05-26T18:55:15.000000Z,1.734813613,2.97E-06,1.834468404,6.66E-06,2.179694403,6.52E-06,N
NW,HQIL,2015-06-11T22:13:45.000000Z,0.926346748,7.65E-07,0.819653886,1.95E-06,1.029800249,2.80E-06,N
NW,HQIL,2015-05-17T00:06:47.500000Z,0.419661987,1.24E-07,0.493462782,3.56E-07,0.694386602,7.36E-07,N
NW,HQIL,2015-06-27T12:01:15.000000Z,0.79,2.65E-07,0.690834138,3.18E-07,0.65790927,3.50E-07,N
NW,HQIL,2015-06-27T16:18:50.000000Z,1.614893991,4.13E-07,1.390569962,8.05E-07,1.629391156,1.09E-06,N
NW,HQIL,2015-05-08T20:18:35.000000Z,0.83412891,8.52E-07,0.589145209,1.19E-06,0.590393009,9.24E-07,N
NW,HQIL,2015-06-01T05:42:42.500000Z,1.180311794,2.42E-07,1.330263218,1.05E-05,1.317597819,7.15E-06,N
NW,HQIL,2015-06-18T08:20:07.500000Z,1.332405855,2.33E-07,1.342674646,7.45E-06,1.429801206,3.73E-06,N
NW,HQIL,2015-06-01T11:04:50.000000Z,1.062939571,4.32E-07,0.836057016,1.91E-05,0.839797733,1.71E-05,N
NW,HQIL,2015-06-27T12:12:27.500000Z,1.542814786,4.70E-07,1.465196021,7.16E-07,1.394273593,7.49E-07,N
NW,HQIL,2015-06-04T18:58:22.500000Z,0.428602557,6.73E-07,0.70409863,4.35E-06,0.546683718,3.01E-06,N
NW,HQIL,2015-05-21T17:03:47.500000Z,0.93,1.08E-06,1.110723928,3.81E-06,0.92,2.72E-06,N
NW,HQIL,2015-06-27T13:10:17.500000Z,1.231389066,3.07E-07,1.866554194,7.21E-07,2.526396074,9.83E-07,N
NW,HQIL,2015-06-16T20:56:25.000000Z,1.778791803,1.45E-06,1.756673298,3.01E-06,1.892732967,2.54E-06,N
NW,HQIL,2015-05-22T18:00:05.000000Z,0.742055286,7.23E-07,0.799864107,2.30E-06,0.807560202,3.60E-06,N
NW,HQIL,2015-04-13T17:12:47.500000Z,0.353447168,1.53E-05,0.386808934,2.77E-05,0.496737066,4.75E-05,N
NW,HQIL,2015-06-04T23:30:17.500000Z,0.96667833,9.90E-07,0.501004147,2.02E-06,1.223122924,3.15E-06,N
NW,HQIL,2015-05-09T11:19:35.000000Z,0.647732384,2.20E-07,0.630246854,4.33E-07,0.616867455,4.45E-07,N
NW,HQIL,2015-04-01T17:03:05.000000Z,0.441331358,4.06E-07,0.613306422,8.15E-07,0.61059562,8.28E-07,N
NW,HQIL,2015-06-01T11:04:42.500000Z,1.072060295,4.33E-07,1.312807959,3.06E-05,1.324526583,2.72E-05,N
NW,HQIL,2015-06-27T11:10:57.500000Z,0.384602863,1.61E-07,0.312767564,3.01E-07,0.267941835,3.07E-07,N
NW,HQIL,2015-06-19T18:11:40.000000Z,0.197707229,2.72E-06,0.260827562,5.91E-06,0.224553928,9.06E-06,N
NW,HQIL,2015-05-22T12:54:37.500000Z,0.24411951,3.34E-07,0.206291371,6.90E-07,0.280148365,6.84E-07,N
NW,HQIL,2015-05-13T16:57:35.000000Z,0.241570924,1.27E-05,0.407692847,2.60E-05,0.702936007,5.80E-05,N
NW,HQIL,2015-06-11T22:26:47.500000Z,2.95,2.48E-06,2.95546461,5.27E-06,2.509713923,6.48E-06,N
NW,HQIL,2015-05-17T00:20:52.500000Z,0.740167698,1.85E-07,0.74,3.56E-07,0.728651999,3.51E-07,N
NW,HQIL,2015-06-29T16:16:55.000000Z,0.573328595,4.38E-07,0.505578845,8.24E-07,0.457651843,7.63E-07,N
NW,HQIL,2015-06-27T11:02:42.500000Z,0.718628165,1.92E-07,0.500290038,2.09E-07,0.519615106,2.32E-07,N
NW,HQIL,2015-04-18T22:37:10.000000Z,0.748186358,1.73E-07,0.71243987,2.20E-07,0.69576742,2.40E-07,N
NW,HQIL,2015-05-11T16:31:02.500000Z,0.96,6.33E-07,0.709891546,2.10E-06,0.956153872,1.63E-06,N
NW,HQIL,2015-04-06T17:02:47.500000Z,0.297258199,1.97E-07,0.33285134,4.08E-07,0.383867768,4.27E-07,N
NW,HQIL,2015-06-18T09:55:20.000000Z,0.724612023,1.58E-07,1.341127488,8.50E-06,1.333928956,4.33E-06,N
NW,HQIL,2015-05-22T16:16:27.500000Z,0.666634284,4.41E-07,0.518323579,7.99E-07,0.563880682,1.01E-06,N
NW,HQIL,2015-06-06T00:26:00.000000Z,1.501744437,1.06E-06,1.358151318,2.21E-06,1.039047977,2.71E-06,N
NW,HQIL,2015-06-01T06:08:20.000000Z,1.146673688,2.23E-07,0.79784981,8.40E-06,0.79239944,5.66E-06,N
NW,HQIL,2015-06-27T11:02:20.000000Z,1.071213502,2.49E-07,0.883125466,3.36E-07,0.936530431,3.59E-07,N
NW,HQIL,2015-04-28T21:23:45.000000Z,0.284674435,4.95E-07,0.255990434,8.74E-07,0.37,1.40E-06,N
NW,HQIL,2015-06-05T11:18:15.000000Z,0.86,3.34E-07,0.832178578,6.20E-07,0.891312908,6.34E-07,N
NW,HQIL,2015-05-26T18:56:50.000000Z,0.84,2.10E-06,0.941650641,5.38E-06,0.723980899,3.75E-06,N
NW,HQIL,2015-05-11T11:27:30.000000Z,0.338472795,6.13E-07,0.327018052,1.21E-06,0.345461104,1.17E-06,N
NW,HQIL,2015-06-19T18:11:32.500000Z,0.495527143,6.33E-06,0.470778923,9.19E-06,0.53683975,2.09E-05,N
NW,HQIL,2015-05-22T04:32:30.000000Z,1.35875575,1.04E-06,1.755808218,3.34E-06,1.019652405,3.49E-06,N
NW,HQIL,2015-05-26T22:17:20.000000Z,0.905349763,4.88E-07,0.890465771,9.56E-07,0.935178438,1.01E-06,N
NW,HQIL,2015-04-29T17:41:42.500000Z,0.76,5.95E-07,0.576792273,1.28E-06,0.637330337,1.60E-06,N
NW,HQIL,2015-04-22T17:02:05.000000Z,0.357857816,1.25E-05,0.402676444,4.35E-05,0.407088496,4.65E-05,N
NW,HQIL,2015-04-04T05:41:57.500000Z,1.08439225,2.47E-07,0.76,1.59E-07,0.868632818,1.67E-07,N
NW,HQIL,2015-05-01T11:19:15.000000Z,0.636920873,2.85E-07,0.839753694,6.91E-07,0.796439932,7.18E-07,N
NW,HQIL,2015-04-07T21:43:52.500000Z,1.353950064,3.47E-07,1.478364981,7.45E-07,1.2886349,6.79E-07,N
NW,HQIL,2015-06-27T11:19:20.000000Z,1.410040007,3.66E-07,1.036150349,6.24E-07,0.983610289,6.56E-07,N
NW,HQIL,2015-05-21T21:41:45.000000Z,1.279201358,2.68E-07,1.467557836,5.92E-07,1.276787658,6.51E-07,N
NW,HQIL,2015-05-16T21:15:35.000000Z,2.2325097,4.46E-07,1.554084527,1.20E-06,1.135431221,1.55E-06,N
NW,HQIL,2015-04-08T20:40:27.500000Z,0.578401511,4.18E-07,0.827129339,1.17E-06,1.183867712,3.40E-06,N
NW,HQIL,2015-05-27T18:22:35.000000Z,1.046116618,7.72E-07,1.114512303,1.97E-06,0.83,1.73E-06,N
NW,HQIL,2015-05-17T00:06:00.000000Z,0.646071688,1.45E-07,0.544410572,2.89E-07,0.626937805,5.83E-07,N
NW,HQIL,2015-06-12T16:23:30.000000Z,0.230646925,2.24E-05,0.811549298,0,0.8,0,N
NW,HQIL,2015-04-03T12:30:32.500000Z,1.033014979,3.14E-07,0.814894693,4.43E-07,1.065833347,8.61E-07,N
NW,HQIL,2015-04-21T20:08:25.000000Z,0.899537906,1.19E-06,1.107074824,2.35E-06,0.953726729,2.52E-06,N
NW,HQIL,2015-06-27T11:01:55.000000Z,0.86176691,2.29E-07,0.68863767,3.93E-07,0.535595543,3.09E-07,N
NW,HQIL,2015-06-12T16:23:35.000000Z,0.935527626,4.33E-05,0.916055784,0,0.910710008,0,N
NW,HQIL,2015-06-27T11:02:32.500000Z,1.010179924,2.64E-07,1.016090661,4.04E-07,1.080195514,4.48E-07,N
NW,HQIL,2015-06-03T17:08:20.000000Z,0.481434937,2.30E-07,0.518335177,4.76E-07,0.437421977,4.80E-07,N
NW,HQIL,2015-06-27T11:02:30.000000Z,1.159495503,2.93E-07,1.232943998,4.71E-07,1.276782269,5.09E-07,N
NW,HQIL,2015-06-18T20:49:32.500000Z,0.520279887,5.27E-07,0.529815871,9.46E-07,0.56,1.04E-06,N
NW,HQIL,2015-06-02T07:57:12.500000Z,0.756757528,1.50E-07,1.323993449,1.54E-05,1.317234959,1.33E-05,N
NW,HQIL,2015-06-24T16:27:15.000000Z,0.85403794,3.06E-06,0.916634436,3.10E-05,0.87627174,8.12E-06,N
NW,HQIL,2015-06-18T10:55:22.500000Z,1.221567379,2.53E-07,1.196787125,1.03E-05,1.173379983,4.56E-06,N
NW,HQIL,2015-06-08T21:45:50.000000Z,1.282127093,4.88E-07,1.520097131,1.03E-06,1.483444258,1.46E-06,N
NW,HQIL,2015-05-26T15:44:50.000000Z,0.05,5.98E-07,0.426288001,1.74E-05,0.289934225,1.08E-05,N
NW,HQIL,2015-06-27T13:50:55.000000Z,1.186303824,2.97E-07,1.467826652,6.76E-07,1.55,7.41E-07,N
NW,HQIL,2015-06-27T11:38:05.000000Z,0.932036393,2.42E-07,1.058697967,4.95E-07,0.945982027,4.47E-07,N
NW,HQIL,2015-05-15T04:09:15.000000Z,0.911230462,4.72E-07,0.755628975,7.99E-07,0.774767092,1.02E-06,N
NW,HQIL,2015-06-18T08:41:07.500000Z,1.230030485,2.91E-07,0.841486927,8.90E-06,0.829842679,4.41E-06,N
NW,HQIL,2015-05-30T14:04:50.000000Z,0.648363782,1.48E-06,0.74658044,4.78E-06,0.67193866,3.10E-06,N
NW,HQIL,2015-05-04T17:17:12.500000Z,0.192214557,2.15E-06,0.468125556,2.10E-05,0.387399121,2.38E-05,N
NW,HQIL,2015-04-22T17:54:15.000000Z,0.265559849,3.16E-07,0.288634825,5.83E-07,0.323794597,6.07E-07,N
NW,HQIL,2015-06-11T11:53:07.500000Z,0.687742112,5.19E-07,0.599173896,9.99E-07,0.97,1.79E-06,N
NW,HQIL,2015-05-16T23:43:45.000000Z,0.737088166,1.31E-07,0.501196911,1.55E-07,0.575302968,1.87E-07,N
NW,HQIL,2015-05-21T22:50:52.500000Z,0.693867721,5.91E-07,0.446814546,1.20E-06,0.483972478,1.34E-06,N
NW,HQIL,2015-06-08T22:04:55.000000Z,0.767733044,2.07E-07,0.65,4.41E-07,0.709062135,7.28E-07,N
NW,HQIL,2015-06-03T17:08:10.000000Z,0.497746504,2.31E-07,0.629880362,5.45E-07,0.631790239,6.30E-07,N
NW,HQIL,2015-06-27T12:29:00.000000Z,0.66,1.74E-07,0.789330981,3.71E-07,0.766731857,3.78E-07,N
NW,HQIL,2015-05-08T19:25:20.000000Z,0.36904253,5.75E-07,0.160013372,1.03E-06,0.37,1.06E-06,N
NW,HQIL,2015-05-09T11:22:02.500000Z,0.823081707,3.18E-07,0.691941335,5.14E-07,0.746393148,5.99E-07,N
NW,HQIL,2015-06-25T22:11:40.000000Z,1.604573559,1.20E-06,1.918353165,2.44E-06,1.08143833,1.70E-06,N
NW,HQIL,2015-04-25T10:06:32.500000Z,1.077041092,4.12E-07,1.041745518,2.37E-07,0.762190219,2.67E-07,N
NW,HQIL,2015-06-27T11:37:50.000000Z,0.63,1.82E-07,0.509036041,2.65E-07,0.51,2.84E-07,N
NW,HQIL,2015-06-27T15:57:42.500000Z,0.972294461,2.67E-07,0.711605286,3.64E-07,0.661052894,3.93E-07,N
NW,HQIL,2015-05-16T21:49:00.000000Z,0.810998397,1.30E-07,1.00915316,2.61E-07,1.032383325,2.85E-07,N
NW,HQIL,2015-05-26T20:38:30.000000Z,0.755541731,3.28E-07,0.664782516,6.77E-07,0.747004834,9.40E-07,N
NW,HQIL,2015-06-18T10:17:22.500000Z,0.99,2.23E-07,1.233501937,1.35E-05,1.224736295,5.70E-06,N
NW,HQIL,2015-05-26T18:56:25.000000Z,1.056910198,2.23E-06,0.751848169,4.49E-06,0.936981722,4.25E-06,N
NW,HQIL,2015-04-03T23:58:15.000000Z,0.847866717,2.09E-07,0.84630268,2.68E-07,0.79,2.55E-07,N
NW,HQIL,2015-05-30T14:04:32.500000Z,1.178976109,1.98E-06,1.242653929,5.75E-06,1.029205629,3.57E-06,N
NW,HQIL,2015-05-20T03:58:50.000000Z,4.306430403,2.23E-06,2.470144807,6.05E-06,2.782460955,4.69E-06,N
NW,HQIL,2015-06-16T00:37:12.500000Z,1.190338147,2.43E-07,0.957500953,3.45E-07,1.370519296,4.13E-07,N
NW,HQIL,2015-04-02T18:58:42.500000Z,3.951419981,0,3.279839533,0,4.674570844,0,N
NW,HQIL,2015-05-19T17:13:05.000000Z,4.494372549,1.71E-06,4.757424471,3.57E-06,6.165119477,5.18E-06,N
NW,HQIL,2015-04-23T00:54:17.500000Z,4.044121274,1.79E-06,3.080899649,2.68E-06,5.291620597,5.46E-06,N
NW,HQIL,2015-04-23T11:48:12.500000Z,3.704215554,3.28E-06,3.053941004,4.98E-06,3.251392959,6.92E-06,N
NW,HQIL,2015-05-12T02:30:45.000000Z,3.682269901,1.25E-06,4.46882517,2.79E-06,3.168814364,2.17E-06,N
NW,HQIL,2015-05-26T13:31:32.500000Z,0.43641994,9.74E-07,0.42239193,2.04E-06,0.383577439,2.12E-06,N
NW,HQIL,2015-05-16T03:49:50.000000Z,1.624867259,4.02E-07,1.801994788,1.08E-06,1.738844143,1.07E-06,N
NW,HQIL,2015-04-13T09:52:55.000000Z,1.15200172,2.15E-07,0.832708729,2.40E-07,0.86581083,2.62E-07,N
NW,HQIL,2015-06-11T22:13:05.000000Z,1.056593666,1.00E-06,0.93,2.90E-06,1.15817961,3.05E-06,N
NW,HQIL,2015-04-20T17:10:17.500000Z,7.27,2.39E-06,6.89547956,4.73E-06,6.418107468,4.44E-06,N
NW,HQIL,2015-06-16T21:06:42.500000Z,1.167603395,1.10E-06,1.019323975,2.47E-06,1.128799402,1.82E-06,N
NW,HQIL,2015-04-13T06:53:10.000000Z,0.87591257,2.98E-07,1.952670142,6.52E-07,1.745280963,5.01E-07,N
NW,HQIL,2015-06-16T01:33:02.500000Z,0.941533815,2.56E-07,1.204125838,4.20E-07,1.129460924,4.46E-07,N
NW,HQIL,2015-05-09T03:47:07.500000Z,5.346655588,1.84E-06,5.924767327,3.82E-06,5.744986883,3.85E-06,N
NW,HQIL,2015-05-01T03:47:12.500000Z,3.872702294,1.52E-06,4.790029268,3.36E-06,5.718443332,4.90E-06,N
NW,HQIL,2015-06-27T15:32:20.000000Z,1.396069859,3.57E-07,1.473045673,5.92E-07,1.297616515,6.38E-07,N
NW,HQIL,2015-05-19T01:35:07.500000Z,0.78998042,7.32E-07,0.355395771,1.29E-06,0.835595629,1.80E-06,N
NW,HQIL,2015-05-16T00:59:57.500000Z,4.128713713,1.19E-06,4.505083871,2.93E-06,2.612342081,1.79E-06,N
NW,HQIL,2015-05-05T18:38:32.500000Z,0.45679391,1.35E-06,0.382947433,2.54E-06,0.57,3.28E-06,N
NW,HQIL,2015-06-24T17:05:17.500000Z,0.963443921,1.36E-06,0.95,2.29E-06,0.747935768,1.95E-06,N
NW,HQIL,2015-05-20T12:46:27.500000Z,4.19327181,2.84E-06,3.2,7.10E-06,2.604733058,5.92E-06,N
NW,HQIL,2015-06-16T09:27:42.500000Z,0.965010942,2.69E-07,1.924775858,5.56E-07,2.469854989,7.14E-07,N
NW,HQIL,2015-06-26T18:59:02.500000Z,0.906798002,7.59E-07,0.932395307,1.97E-06,0.781630946,1.96E-06,N
NW,HQIL,2015-05-16T20:06:25.000000Z,0.824996404,1.05E-07,1.14656844,2.90E-07,0.848429761,1.81E-07,N
NW,HQIL,2015-05-11T14:16:27.500000Z,0.636879392,9.76E-07,0.451843263,2.22E-06,0.768140335,2.04E-06,N
NW,HQIL,2015-06-02T18:05:07.500000Z,0.523675588,8.83E-07,0.424275125,1.90E-06,0.730675991,1.99E-06,N
NW,HQIL,2015-04-27T22:58:22.500000Z,6.821814601,2.35E-06,5.877830105,4.71E-06,6.53261748,4.27E-06,N
NW,HQIL,2015-05-13T02:26:42.500000Z,4.534882052,1.44E-06,6.471574139,3.64E-06,3.755405884,2.72E-06,N
NW,HQIL,2015-05-16T18:14:12.500000Z,0.633884398,6.79E-07,0.600962504,1.79E-06,0.891401781,1.69E-06,N
NW,HQIL,2015-04-25T22:45:27.500000Z,4.313323772,1.28E-06,10.08017619,5.87E-06,5.99,4.47E-06,N
NW,HQIL,2015-04-27T14:19:45.000000Z,3.883362847,1.37E-06,2.982678989,2.54E-06,3.048000896,2.77E-06,N
NW,HQIL,2015-04-23T21:38:22.500000Z,0.52003366,9.21E-07,0.463764701,1.96E-06,0.692077377,2.29E-06,N
NW,HQIL,2015-05-12T17:53:27.500000Z,4.123828517,1.67E-06,3.634859766,2.89E-06,6.479933,5.14E-06,N
NW,HQIL,2015-06-16T09:20:20.000000Z,1.011344307,2.19E-07,1.764532545,4.41E-07,1.546366441,4.44E-07,N
NW,HQIL,2015-04-28T03:43:30.000000Z,4.438186544,2.48E-06,4.819705332,4.53E-06,5.22158913,5.62E-06,N
NW,HQIL,2015-05-30T15:35:00.000000Z,4.827939871,1.92E-06,4.335215461,3.95E-06,5.085004902,4.65E-06,N
NW,HQIL,2015-04-29T12:47:17.500000Z,0.303908293,7.71E-07,0.47,1.71E-06,0.396460278,2.75E-06,N
NW,HQIL,2015-06-30T19:30:32.500000Z,1.135962011,2.67E-07,0.705437053,6.66E-07,0.551787034,7.24E-07,N
NW,HQIL,2015-04-23T03:41:52.500000Z,3.820865216,2.34E-06,2.879843787,3.39E-06,4.55,6.88E-06,N
NW,HQIL,2015-05-05T18:14:32.500000Z,4.632622766,1.53E-06,5.49,3.70E-06,4.271775873,3.29E-06,N
NW,HQIL,2015-04-29T07:24:35.000000Z,0.558436003,2.21E-07,1.720386796,4.62E-07,1.07097399,3.87E-07,N
NW,HQIL,2015-06-15T09:02:07.500000Z,0.704754305,2.75E-07,1.782192897,7.57E-07,1.817172555,4.88E-07,N
NW,HQIL,2015-05-19T20:13:10.000000Z,4.402956203,3.07E-06,4.105289486,7.75E-06,3.539136049,6.31E-06,N
NW,HQIL,2015-05-13T04:15:00.000000Z,5.146902829,1.33E-06,6.218747088,3.20E-06,4.356770552,2.69E-06,N
NW,HQIL,2015-04-03T00:35:40.000000Z,1.102464588,2.63E-07,0.962012871,2.87E-07,0.745516515,2.56E-07,N
NW,HQIL,2015-04-18T20:48:35.000000Z,1.028645404,2.39E-07,1.187500473,3.21E-07,1.080610341,3.02E-07,N
NW,HQIL,2015-05-07T04:21:17.500000Z,4.083535353,1.44E-06,4.132659758,2.99E-06,6,3.58E-06,N
NW,HQIL,2015-05-07T03:46:57.500000Z,4.815094856,1.86E-06,2.749332135,2.72E-06,11.16672897,6.41E-06,N
NW,HQIL,2015-06-12T15:33:45.000000Z,0.642143824,6.79E-07,0.371660673,2.19E-06,0.44,1.97E-06,N
NW,HQIL,2015-05-05T18:28:52.500000Z,4.392005539,1.86E-06,3.858163272,3.62E-06,5.17268209,5.71E-06,N
NW,HQIL,2015-05-01T12:05:10.000000Z,0.850259312,1.25E-06,0.907308098,2.48E-06,0.911117602,3.14E-06,N
NW,HQIL,2015-04-18T21:32:05.000000Z,1.037126286,2.07E-07,1.265882678,3.36E-07,1.078534438,3.09E-07,N
NW,HQIL,2015-06-03T16:45:25.000000Z,0.243740167,1.76E-07,0.258063162,3.43E-07,0.233739949,3.69E-07,N
NW,HQIL,2015-05-08T18:19:27.500000Z,1.358103978,4.12E-07,1.560569197,8.13E-07,1.792868103,9.53E-07,N
NW,HQIL,2015-06-17T00:53:30.000000Z,5.822521914,2.01E-06,3.749105484,3.28E-06,6.391300535,4.07E-06,N
NW,HQIL,2015-05-11T17:12:57.500000Z,4.782926098,1.98E-06,5.491210187,4.32E-06,3.864455522,3.08E-06,N
NW,HQIL,2015-06-01T10:42:17.500000Z,1.132544032,2.77E-07,0.944738771,2.60E-06,1.021242715,2.31E-06,N
NW,HQIL,2015-05-12T11:39:25.000000Z,0.356997046,7.44E-07,0.369550253,1.52E-06,0.355097763,1.23E-06,N
NW,HQIL,2015-06-26T20:41:42.500000Z,0.380818944,5.20E-07,0.37,1.10E-06,0.644764844,1.29E-06,N
NW,HQIL,2015-06-23T20:10:17.500000Z,0.7,7.05E-07,0.909651059,1.43E-06,0.78,7.57E-07,N
NW,HQIL,2015-04-22T18:19:00.000000Z,0.805931025,1.06E-06,1.004882651,2.06E-06,1.241909991,3.32E-06,N
NW,HQIL,2015-05-28T09:49:00.000000Z,0.580241496,1.95E-07,0.92,5.17E-07,0.537375137,7.22E-07,N
NW,HQIL,2015-04-22T18:31:00.000000Z,4.627270252,1.97E-06,6.135205677,6.03E-06,5.442357779,5.11E-06,N
NW,HQIL,2015-04-29T05:23:50.000000Z,0.730777955,2.26E-07,1.096073625,3.07E-07,1.079605759,3.23E-07,N
NW,HQIL,2015-06-11T22:08:02.500000Z,1.119262247,1.13E-06,1.107740966,3.13E-06,1.208146343,3.31E-06,N
NW,HQIL,2015-04-09T20:24:12.500000Z,4.918747199,1.37E-06,7.844298905,4.29E-06,2.515331438,1.48E-06,N
NW,HQIL,2015-05-11T15:01:27.500000Z,0.43903526,4.65E-07,0.358085911,8.32E-07,0.529321346,9.84E-07,N
NW,HQIL,2015-05-16T18:14:17.500000Z,0.653047078,6.40E-07,0.71401136,1.97E-06,0.947164642,1.67E-06,N
NW,HQIL,2015-04-06T06:07:15.000000Z,0.518863926,1.62E-07,1.119813486,3.48E-07,1.278299727,4.52E-07,N
NW,HQIL,2015-06-15T10:11:47.500000Z,1.016857939,3.56E-07,2.20305566,5.65E-07,2.06999183,7.06E-07,N
NW,HQIL,2015-05-24T02:25:37.500000Z,0.741323656,1.21E-07,0.767270698,1.70E-07,0.910697274,2.08E-07,N
NW,HQIL,2015-04-30T08:32:17.500000Z,1.276652518,4.28E-07,2.314842418,7.56E-07,2.139639859,8.79E-07,N
NW,HQIL,2015-05-13T03:24:25.000000Z,4.611164579,1.46E-06,5.830512475,3.78E-06,4.080835641,2.78E-06,N
NW,HQIL,2015-06-17T01:34:52.500000Z,4.49393928,1.44E-06,4.583707222,2.96E-06,4.728481642,2.37E-06,N
NW,HQIL,2015-04-12T17:52:05.000000Z,0.93,2.25E-07,1.620349756,4.36E-07,1.666945091,4.68E-07,N
NW,HQIL,2015-05-18T16:05:02.500000Z,3.284051211,1.72E-06,3.492246752,3.84E-06,2.702286435,2.93E-06,N
NW,HQIL,2015-06-19T20:57:12.500000Z,3.325494374,1.20E-06,3.34,2.38E-06,3.22,2.11E-06,N
NW,HQIL,2015-05-18T07:16:17.500000Z,1.174631099,1.09E-07,1.003529517,1.37E-07,1.281909279,1.72E-07,N
NW,HQIL,2015-04-01T17:52:07.500000Z,1.803323257,4.17E-07,2.55,1.25E-06,3.904119358,1.77E-06,N
NW,HQIL,2015-06-27T16:42:07.500000Z,1.631796358,5.07E-07,2.048822203,1.03E-06,1.801498592,1.23E-06,N
NW,HQIL,2015-06-06T14:17:10.000000Z,1.404499244,2.74E-07,2.15785934,7.64E-07,1.846833409,9.33E-07,N
NW,HQIL,2015-05-30T05:35:45.000000Z,1.503855661,2.21E-07,2.70209062,7.05E-07,2.307090062,7.03E-07,N
NW,HQIL,2015-06-10T23:00:55.000000Z,1.853840857,9.13E-07,1.887622344,1.84E-06,1.673610645,1.90E-06,N
NW,HQIL,2015-04-07T18:16:50.000000Z,1.624902131,4.58E-07,2.974960315,1.55E-06,2.603589496,1.52E-06,N
NW,HQIL,2015-04-06T18:58:22.500000Z,1.265741374,3.02E-07,2.142974278,1.01E-06,1.623066926,9.43E-07,N
NW,HQIL,2015-06-27T12:51:12.500000Z,1.434625209,4.33E-07,2.495088015,1.28E-06,2.970857898,1.66E-06,N
NW,HQIL,2015-04-19T19:08:12.500000Z,1.58,2.95E-07,1.761739717,5.82E-07,1.763849055,5.17E-07,N
NW,HQIL,2015-05-15T10:11:30.000000Z,1.625521055,2.89E-07,2.181049679,7.11E-07,3.520112879,1.04E-06,N
NW,HQIL,2015-04-07T21:45:35.000000Z,0.842850562,2.40E-07,1.013469803,6.17E-07,0.86,5.64E-07,N
NW,HQIL,2015-05-07T21:49:50.000000Z,2.34,1.85E-06,3.339906313,5.84E-06,1.23330434,1.97E-06,N
NW,HQIL,2015-06-06T13:33:55.000000Z,1.58,3.05E-07,1.72521722,8.25E-07,1.59442365,9.50E-07,N
NW,HQIL,2015-05-21T03:29:42.500000Z,3.14,1.41E-06,3.186799399,2.71E-06,2.345056029,2.49E-06,N
NW,HQIL,2015-04-29T09:11:15.000000Z,0.863656789,2.41E-07,2.007415396,7.24E-07,2.60754806,8.77E-07,N
NW,HQIL,2015-06-09T10:50:17.500000Z,1.667587305,3.14E-07,2.534746846,1.12E-06,2.555138956,1.45E-06,N
NW,HQIL,2015-04-12T08:29:02.500000Z,1,2.71E-07,1.606314778,3.89E-07,2.25,4.42E-07,N
